InteractionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi	referenceCitation	referenceType	primarySource	enteredBy	notes	
373	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699662	Anthidium maculosum	Anthidium maculosum	Megachilidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time of june to october"	
374	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=698886	Anthophora californica	Anthophora californica	Apidae	California digger			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time march to july"	
375	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=698940	Anthophora urbana	Anthophora urbana	Apidae	urbane digger			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time april to october"	
376	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699606	Melissodes communis alopex	Melissodes communis alopex	Apidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time june to august"	
377	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=757559	Agapostemon texanus	Agapostemon texanus	Halictidae	Texas striped-sweat bee			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time march to october"	
378	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=654206	Andrena candida	Andrena candida	Andrenidae	mock-orange miner bee			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time february to june"	
379	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714820	Bombus melanopygus	Bombus melanopygus	Apidae	black-tailed bumble bee			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time january to august"	
380	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=684982	Xylocopa varipuncta	Xylocopa varipuncta	Apidae	valley carpenter bee			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	"cities throughout california, flight time march to september"	
381	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=757862	Halictus tripartitus	Halictus tripartitus	Halictidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
382	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=766588	Melissodes tepida timberlakei	Melissodes tepida timberlakei	Apidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
383	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=684999	Xylocopa tabaniformis orpifex	Xylocopa tabaniformis orpifex	Apidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
384	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714791	Bombus californicus	Bombus californicus	Apidae	California bumble bee			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/7306439	Salvia chaedryoides	Salvia chaedryoides	Lamiaceae	germander sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
385	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=757862	Halictus tripartitus	Halictus tripartitus	Halictidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
386	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=766588	Melissodes tepida timberlakei	Melissodes tepida timberlakei	Apidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
387	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=684999	Xylocopa tabaniformis orpifex	Xylocopa tabaniformis orpifex	Apidae				adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
388	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714791	Bombus californicus	Bombus californicus	Apidae	California bumble bee			adult		http://purl.obolibrary.org/obo/RO_0002622		Visited reproductive parts	reproductive parts of flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2927024	Salvia clevandii	Salvia clevandii	Lamiaceae	fragrant sage			United States of America	California														"Frankie, G., Feng, I., Thorp, R., Pawelek, J., Chase, M. H., Jadallah, C. C., & Rizzardi, M. (2019). Native and non-native plants attract diverse bees to urban gardens in California.Journal of Pollination Ecology,25."	Journal Article	Yes	Rachel Behm	cities throughout california	
389	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis mellifera	Apis mellifera	Apidae	European honey bee	Female	http://purl.obolibrary.org/obo/FBcv_0000334	adult		http://purl.obolibrary.org/obo/NCIT_C88194	Yes	Crossbreeding			in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1341976	Apis mellifera scutellata	Apis mellifera scutellata	Apidae	africanized honey bee	adult		United States of America	California	Santa Barbara	Santa Cruz Island		Santa Cruz Island										"Wenner, A. M. & Thorp, R. W. (1996). Varroa Impact on an Island Population of Honey Bee Colonies, Proceedings of the Western Apicultural Society, 18, 49-55."	Conference Proceedings	No	Rachel Behm	want to prevent this from happening before it does	
390	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis mellifera	Apis mellifera	Apidae	European honey bee			adult		http://purl.obolibrary.org/obo/OMIT_0026661		Colony collapse due to infestation			in domestic hive	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2188249	Varroa destructor	Varroa destructor	Varroidae	varroa mite			United States of America	Wisconsin														"Wenner, A. M. & Thorp, R. W. (1996). Varroa Impact on an Island Population of Honey Bee Colonies, Proceedings of the Western Apicultural Society, 18, 49-55."	Conference Proceedings	Yes	Rachel Behm	observation from beekeeper	
391	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis mellifera	Apis mellifera	Apidae	European honey bee			adult		http://purl.obolibrary.org/obo/OMIT_0026661		Colony collapse due to infestation			in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2188249	Varroa destructor	Varroa destructor	Varroidae	varroa mite			United Kingdom	Isle of Man														"Wenner, A. M. & Thorp, R. W. (1996). Varroa Impact on an Island Population of Honey Bee Colonies, Proceedings of the Western Apicultural Society, 18, 49-55."	Conference Proceedings	No	Rachel Behm	"parasitism despite great lengths at prevention, referencing Mobus&Bruyn 1993"	
392	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis mellifera	Apis mellifera	Apidae	European honey bee			adult		http://purl.obolibrary.org/obo/OMIT_0026661		Colony collapse due to infestation			in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2188249	Varroa destructor	Varroa destructor	Varroidae	varroa mite			United States of America	California	Santa Barbara	Santa Cruz Island		Santa Cruz Island						Oct 1987-Aug 1996				"Wenner, A. M. & Thorp, R. W. (1996). Varroa Impact on an Island Population of Honey Bee Colonies, Proceedings of the Western Apicultural Society, 18, 49-55."	Conference Proceedings	Yes	Rachel Behm	introduced mites for control of european honeybee biocontrol	
393	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis mellifera	Apis mellifera	Apidae	European honey bee			adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
394	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis mellifera	Apis mellifera	Apidae	European honey bee			adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Michoacan		Ziracuaretiro		Ziracuaretiro	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
395	LiteratureRecord	https://www.gbif.org/species/1343214	Geotigona acapulconis	Geotigona acapulconis	Apidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
396	LiteratureRecord	https://www.gbif.org/species/1343214	Geotigona acapulconis	Geotigona acapulconis	Apidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Michoacan		Ziracuaretiro		Ziracuaretiro	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
397	LiteratureRecord	https://www.gbif.org/species/1352029	Dinagapostemin	Dinagapostemin	Halictidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Ziracuaretiro		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
398	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=139911	Allograpta exotica	Allograpta exotica	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
399	LiteratureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=139914	Allograpta micrura	Allograpta micrura	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
400	LiteratureRecord	https://www.gbif.org/species/1540997	Allograpta neotropica	Allograpta neotropica	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
401	LiteratureRecord	https://www.gbif.org/species/1540957	Allograpta teligerana	Allograpta teligerana	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
402	LiteratureRecord	https://www.gbif.org/species/1539371	Ceriana facialis	Ceriana facialis	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
403	LiteratureRecord	https://www.gbif.org/species/1543557	Copestilum sica	Copestilum sica	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
404	LiteratureRecord	https://www.gbif.org/species/1543557	Copestilum sica	Copestilum sica	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Michoacan		Ziracuaretiro		Ziracuaretiro	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
405	LiteratureRecord	https://www.gbif.org/species/1543697	Copestilum taumaulipanum	Copestilum taumaulipanum	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
406	LiteratureRecord	https://www.gbif.org/species/1542051	Dusysyrphus lotus	Dusysyrphus lotus	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
407	LiteratureRecord	https://www.gbif.org/species/1541307	Eristalis circe	Eristalis circe	Syrphidae				adult		http://purl.obolibrary.org/obo/RO_0002455		Pollinating	Pollen	http://purl.obolibrary.org/obo/PO_0025281	agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3034046	Persea americana	Persea americana	Lauraceae	avocado			Mexico	Mexico		Cotacepec Harinas		Cotacepec Harinas	Avocado orchard					January to March of 1998 and 1999				"Castaeda-Vildzola, A., Equihua-Martnez, A., Valds-Carrasco, J., Barrientos-Priego, A. F., Ish-Am, G., & Gazit, S. (1999). Insectos polinizadores del aguacatero en los estados de Mxico y Michoacn.Revista Chapingo Serie Horticultura,5, 129-136."	Journal Article	Yes	Rachel Behm	pollen amount measured on individual species	
