interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi	referenceCitation	referenceType	primarySource	enteredBy	notes
	literatureRecord	https://www.gbif.org/species/1343206	Lisotrigona furva		Apidae						http://purl.obolibrary.org/obo/RO_0002618	TRUE	visits			in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5394682	Wedelia trilobata		Asteraceae	Bay Biscayne creeping-oxeye, Singapore daisy, creeping-oxeye, trailing daisy, and wedelia			Thailand	Chiang Mai		at water fall, Pha Lad forest temple, 300 m from Doi Suthep		at water fall, Pha Lad forest temple, 300 m from Doi Suthep	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats							December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/5801040	Trigona laeviceps		Apidae						http://purl.obolibrary.org/obo/RO_0002618		visits			in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5394682	Wedelia trilobata		Asteraceae	Bay Biscayne creeping-oxeye, Singapore daisy, creeping-oxeye, trailing daisy, and wedelia			Thailand	Chiang Mai		at water fall, Pha Lad forest temple, 300 m from Doi Suthep		at water fall, Pha Lad forest temple, 300 m from Doi Suthep	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats							December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1343206	Lisotrigona furva		Apidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/4262587	Bos taurus indicus	Bos turus indicus	Bovidae	Zebu			Thailand	Mae Hong Son		about 20 km W of Pang Ma Pha village, 720 m a.s.l.		about 20 km W of Pang Ma Pha village, 720 m a.s.l.	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						720	21 June 2008	2008-06-21		10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1343207	Lisotrigona cacciae		Apidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5219200	Canis familiaris	dog	Canidae	dog			Thailand	Chiang Mai		near Ton Luang Temple, 760 m a.s.l Chiang Dao		near Ton Luang Temple, 760 m a.s.l Chiang Dao	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						760	23 August 2008	2008-08-23		10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1339541	Pariotrigona klossi		Apidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	arm	http://purl.obolibrary.org/obo/OMIT_0002520	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand	Phang Nga		hills above Phang Nga		hills above Phang Nga	primary evergreen forests on limestone							December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	drinking the sweat from arm
	literatureRecord	https://www.gbif.org/species/7541754	Trigona flavibasis		Apidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	arm	http://purl.obolibrary.org/obo/OMIT_0002520	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand													22 February 1993	1993-02-22		10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	drinking the sweat from arm and hand
	literatureRecord	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi	Apsiphortica longiciliata		Drosophilidae		female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand													December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi	Phortica pseudotau		Drosophilidae		male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand													December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	
	literatureRecord	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi	Phortica speculum	Phortica sp. 2, new species aff. speculum	Drosophilidae		male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand													December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/5040097	Trigona terminata		Apidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	arm	http://purl.obolibrary.org/obo/OMIT_0002520	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand													December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	drinking the sweat from arm
	literatureRecord	https://www.gbif.org/species/5801040	Trigona laeviceps		Apidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	arm	http://purl.obolibrary.org/obo/OMIT_0002520	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand													December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	drinking the sweat from arm
	literatureRecord		Trigona pagdeniformis		Apidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	arm	http://purl.obolibrary.org/obo/OMIT_0002520	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens	man	Hominidae	Human	Adult		Thailand													December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	drinking the sweat from arm
	literatureRecord	https://www.gbif.org/species/1560778	Phortica variegata		Phoridae						http://purl.obolibrary.org/obo/RO_0002618		visits	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens		Hominidae	Human			Russia			East Russia		East Russia											10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	intermediate host of 'oriental eyeworm' Thelazia callipaeda
	literatureRecord	https://www.gbif.org/species/1560778	Phortica variegata		Phoridae						http://purl.obolibrary.org/obo/RO_0002618		visits	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens		Hominidae	Human			Italy																10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	intermediate host of 'oriental eyeworm' Thelazia callipaeda
