interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi		referenceType	primarySource	enteredBy	notes
	literatureRecord	https://www.gbif.org/species/1340373	Bombus borealis 		Apidae	northern amber bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3189452	Hypericum		Clusiaceae	St. John's wort			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3189452	Hypericum		Clusiaceae	St. John's wort			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3189452	Hypericum		Clusiaceae	St. John's wort			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340493	Bombus terricola		Apidae	yellow-banded bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3189452	Hypericum		Clusiaceae	St. John's wort			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3189452	Hypericum		Clusiaceae	St. John's wort			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340373	Bombus borealis 		Apidae	northern amber bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2974751	Vicia		Fabaceae	vetch			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - early August, for 7 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2974751	Vicia		Fabaceae	vetch			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - early August, for 7 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2974751	Vicia		Fabaceae	vetch			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - early August, for 7 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340493	Bombus terricola		Apidae	yellow-banded bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2974751	Vicia		Fabaceae	vetch			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - early August, for 7 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2974751	Vicia		Fabaceae	vetch			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - early August, for 7 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2971095	Melilotus albus		Fabaceae	white sweet clover			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			early July - early August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2971095	Melilotus albus		Fabaceae	white sweet clover			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			early July - early August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/9151957	Medicago sativa		Fabaceae	alfalfa			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			mid July - mid August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/9151957	Medicago sativa		Fabaceae	alfalfa			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			mid July - mid August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/9151957	Medicago sativa		Fabaceae	alfalfa			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			mid July - mid August, for 4-6 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340373	Bombus borealis 		Apidae	northern amber bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8324121	Trifolium pratense		Fabaceae	red clover			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late August, for 10 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8324121	Trifolium pratense		Fabaceae	red clover			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late August, for 10 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8324121	Trifolium pratense		Fabaceae	red clover			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late August, for 10 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340493	Bombus terricola		Apidae	yellow-banded bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8324121	Trifolium pratense		Fabaceae	red clover			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late August, for 10 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8324121	Trifolium pratense		Fabaceae	red clover			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late August, for 10 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3118274	Tanacetum vulgare		Asteraceae	tansy			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late August, for <2 weeks, (before blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
